event_id,timestamp,station_id,tool_id,controller_id,model_code,program_id,fastening_point,batch_id,shift,torque_nm,angle_deg,current_a,cycle_time_s,retry_count,result,alarm_code,calibration_days_remaining,scenario_label
EVT-00326,2026-07-14T08:52:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P03,BATCH-DEMO-01,A,48.674,97.272,6.365,4.906,0,OK,,41,normal
EVT-00695,2026-07-14T08:52:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P05,BATCH-DEMO-01,A,63.254,110.848,6.765,4.811,0,OK,,38,normal
EVT-00177,2026-07-14T08:53:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P02,BATCH-DEMO-01,A,41.549,89.484,6.23,4.597,0,OK,,38,normal
EVT-00546,2026-07-14T08:53:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P04,BATCH-DEMO-01,A,54.398,101.552,6.628,5.132,0,OK,,38,normal
EVT-00028,2026-07-14T08:54:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P01,BATCH-DEMO-01,A,31.184,82.182,5.81,4.573,0,OK,,38,normal
EVT-00327,2026-07-14T08:54:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P03,BATCH-DEMO-01,A,48.153,96.314,6.524,4.859,0,OK,,41,normal
EVT-00696,2026-07-14T08:54:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P05,BATCH-DEMO-01,A,63.68,112.884,6.941,5.01,0,OK,,38,normal
EVT-00178,2026-07-14T08:55:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P02,BATCH-DEMO-01,A,38.963,90.953,6.086,4.702,0,OK,,38,normal
EVT-00547,2026-07-14T08:55:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P04,BATCH-DEMO-01,A,55.243,107.187,6.708,4.994,0,OK,,38,normal
EVT-00029,2026-07-14T08:56:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P01,BATCH-DEMO-01,A,32.031,81.55,5.968,4.605,0,OK,,38,normal
EVT-00328,2026-07-14T08:56:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P03,BATCH-DEMO-01,A,48.646,92.157,6.453,4.996,0,OK,,41,normal
EVT-00697,2026-07-14T08:56:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P05,BATCH-DEMO-01,A,64.914,113.037,6.773,5.026,0,OK,,38,normal
EVT-00179,2026-07-14T08:57:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P02,BATCH-DEMO-01,A,39.827,91.69,6.324,4.613,0,OK,,38,normal
EVT-00548,2026-07-14T08:57:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P04,BATCH-DEMO-01,A,56.379,98.133,6.68,4.978,0,OK,,38,normal
EVT-00030,2026-07-14T08:58:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P01,BATCH-DEMO-01,A,31.71,80.316,6.287,4.447,0,OK,,38,normal
EVT-00329,2026-07-14T08:58:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P03,BATCH-DEMO-01,A,48.292,96.186,6.175,4.732,0,OK,,41,normal
EVT-00698,2026-07-14T08:58:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P05,BATCH-DEMO-01,A,64.363,110.019,6.97,4.798,0,OK,,38,normal
EVT-00180,2026-07-14T08:59:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P02,BATCH-DEMO-01,A,40.584,88.958,6.24,4.988,0,OK,,38,normal
EVT-00549,2026-07-14T08:59:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P04,BATCH-DEMO-01,A,54.881,106.212,6.366,4.813,0,OK,,38,normal
EVT-00031,2026-07-14T09:00:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P01,BATCH-DEMO-01,A,31.976,80.673,5.952,4.567,0,OK,,38,normal
EVT-00330,2026-07-14T09:00:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P03,BATCH-DEMO-01,A,48.277,96.418,6.452,4.722,0,OK,,41,normal
EVT-00699,2026-07-14T09:00:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P05,BATCH-DEMO-01,A,64.157,111.708,6.805,4.858,0,OK,,38,normal
EVT-00181,2026-07-14T09:01:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P02,BATCH-DEMO-01,A,39.813,90.733,6.165,4.774,0,OK,,38,normal
EVT-00550,2026-07-14T09:01:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P04,BATCH-DEMO-01,A,55.804,103.741,6.632,4.773,0,OK,,38,normal
EVT-00032,2026-07-14T09:02:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P01,BATCH-DEMO-01,A,31.531,82.272,6.101,4.727,0,OK,,38,normal
EVT-00331,2026-07-14T09:02:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P03,BATCH-DEMO-01,A,48.215,95.686,6.286,4.841,0,OK,,40,normal
EVT-00700,2026-07-14T09:02:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P05,BATCH-DEMO-01,A,63.813,109.115,6.593,5.079,0,OK,,38,normal
EVT-00182,2026-07-14T09:03:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P02,BATCH-DEMO-01,A,39.794,88.832,6.544,4.695,0,OK,,38,normal
EVT-00551,2026-07-14T09:03:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P04,BATCH-DEMO-01,A,55.739,104.375,6.588,4.76,0,OK,,38,normal
EVT-00033,2026-07-14T09:04:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P01,BATCH-DEMO-01,A,31.937,80.701,6.069,4.498,0,OK,,38,normal
EVT-00332,2026-07-14T09:04:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P03,BATCH-DEMO-01,A,46.4,97.846,6.473,4.823,0,OK,,40,normal
EVT-00701,2026-07-14T09:04:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P05,BATCH-DEMO-01,A,62.782,111.466,6.493,4.881,0,OK,,38,normal
EVT-00183,2026-07-14T09:05:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P02,BATCH-DEMO-01,A,39.781,94.825,6.217,4.653,0,OK,,38,normal
EVT-00552,2026-07-14T09:05:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P04,BATCH-DEMO-01,A,55.767,104.302,6.599,4.953,0,OK,,38,normal
EVT-00034,2026-07-14T09:06:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P01,BATCH-DEMO-01,A,31.866,80.265,6.279,4.542,0,OK,,38,normal
EVT-00333,2026-07-14T09:06:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P03,BATCH-DEMO-01,A,47.434,94.187,6.462,5.055,0,OK,,40,normal
EVT-00702,2026-07-14T09:06:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P05,BATCH-DEMO-01,A,64.098,109.393,6.809,5.1,0,OK,,38,normal
EVT-00184,2026-07-14T09:07:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P02,BATCH-DEMO-01,A,40.589,91.399,6.472,4.876,0,OK,,38,normal
EVT-00553,2026-07-14T09:07:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P04,BATCH-DEMO-01,A,55.927,101.706,6.712,5.022,0,OK,,38,normal
EVT-00035,2026-07-14T09:08:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P01,BATCH-DEMO-01,A,31.561,82.969,6.328,4.744,0,OK,,38,normal
EVT-00334,2026-07-14T09:08:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P03,BATCH-DEMO-01,A,48.515,98.43,6.385,4.903,0,OK,,40,normal
EVT-00703,2026-07-14T09:08:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P05,BATCH-DEMO-01,A,63.425,113.125,6.567,4.864,0,OK,,38,normal
EVT-00185,2026-07-14T09:09:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P02,BATCH-DEMO-01,A,40.027,96.993,6.284,4.728,0,OK,,38,normal
EVT-00554,2026-07-14T09:09:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P04,BATCH-DEMO-01,A,54.876,105.588,6.388,4.922,0,OK,,38,normal
EVT-00036,2026-07-14T09:10:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P01,BATCH-DEMO-01,A,31.702,80.145,5.981,4.654,0,OK,,38,normal
EVT-00335,2026-07-14T09:10:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P03,BATCH-DEMO-01,A,48.756,96.223,6.223,4.871,0,OK,,40,normal
EVT-00704,2026-07-14T09:10:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P05,BATCH-DEMO-01,A,62.79,115.804,6.746,4.969,0,OK,,38,normal
EVT-00186,2026-07-14T09:11:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P02,BATCH-DEMO-01,A,38.865,85.464,6.314,4.775,0,OK,,38,normal
EVT-00555,2026-07-14T09:11:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P04,BATCH-DEMO-01,A,57.028,103.918,6.655,4.687,1,OK,,38,normal
EVT-00037,2026-07-14T09:12:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P01,BATCH-DEMO-01,A,32.48,81.847,6.004,4.684,0,OK,,38,normal
EVT-00336,2026-07-14T09:12:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P03,BATCH-DEMO-01,A,48.017,92.53,6.404,4.935,0,OK,,40,normal
EVT-00705,2026-07-14T09:12:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P05,BATCH-DEMO-01,A,64.33,114.392,6.761,4.93,0,OK,,38,normal
EVT-00187,2026-07-14T09:13:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P02,BATCH-DEMO-01,A,40.49,89.919,6.134,4.969,0,OK,,38,normal
EVT-00556,2026-07-14T09:13:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P04,BATCH-DEMO-01,A,56.752,104.819,6.753,4.961,0,OK,,38,normal
EVT-00038,2026-07-14T09:14:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P01,BATCH-DEMO-01,A,31.753,80.851,6.175,4.644,0,OK,,38,normal
EVT-00337,2026-07-14T09:14:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P03,BATCH-DEMO-01,A,47.681,94.873,6.55,4.825,0,OK,,39,normal
EVT-00706,2026-07-14T09:14:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P05,BATCH-DEMO-01,A,63.172,112.147,6.767,5.11,0,OK,,38,normal
EVT-00188,2026-07-14T09:15:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P02,BATCH-DEMO-01,A,40.532,90.025,6.283,4.758,0,OK,,38,normal
EVT-00557,2026-07-14T09:15:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P04,BATCH-DEMO-01,A,55.31,102.277,6.557,4.866,0,OK,,38,normal
EVT-00039,2026-07-14T09:16:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P01,BATCH-DEMO-01,A,32.466,80.683,6.127,4.637,0,OK,,38,normal
EVT-00338,2026-07-14T09:16:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P03,BATCH-DEMO-01,A,48.326,94.109,6.215,4.889,0,OK,,39,normal
EVT-00707,2026-07-14T09:16:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P05,BATCH-DEMO-01,A,63.378,111.79,6.797,5.051,0,OK,,38,normal
EVT-00189,2026-07-14T09:17:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P02,BATCH-DEMO-01,A,39.484,86.836,6.298,4.804,0,OK,,38,normal
EVT-00558,2026-07-14T09:17:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P04,BATCH-DEMO-01,A,56.016,100.471,6.349,4.785,0,OK,,38,normal
EVT-00040,2026-07-14T09:18:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P01,BATCH-DEMO-01,A,31.072,81.845,6.261,4.75,0,OK,,38,normal
EVT-00339,2026-07-14T09:18:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P03,BATCH-DEMO-01,A,49.05,97.18,6.374,4.922,0,OK,,39,normal
EVT-00708,2026-07-14T09:18:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P05,BATCH-DEMO-01,A,64.476,108.91,6.735,4.953,0,OK,,38,normal
EVT-00190,2026-07-14T09:19:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P02,BATCH-DEMO-01,A,40.173,89.656,6.229,4.78,0,OK,,38,normal
EVT-00559,2026-07-14T09:19:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P04,BATCH-DEMO-01,A,55.465,105.323,6.666,4.978,0,OK,,38,normal
EVT-00041,2026-07-14T09:20:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P01,BATCH-DEMO-01,A,31.953,81.719,6.196,4.637,0,OK,,38,normal
EVT-00340,2026-07-14T09:20:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P03,BATCH-DEMO-01,A,48.153,93.064,6.541,4.775,0,OK,,39,normal
EVT-00709,2026-07-14T09:20:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P05,BATCH-DEMO-01,A,63.03,113.705,6.722,5.123,0,OK,,38,normal
EVT-00191,2026-07-14T09:21:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P02,BATCH-DEMO-01,A,40.579,90.358,6.125,4.843,0,OK,,38,normal
EVT-00560,2026-07-14T09:21:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P04,BATCH-DEMO-01,A,55.626,104.94,6.508,4.686,0,OK,,38,normal
EVT-00042,2026-07-14T09:22:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P01,BATCH-DEMO-01,A,30.969,81.482,5.887,4.492,0,OK,,38,normal
EVT-00341,2026-07-14T09:22:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P03,BATCH-DEMO-01,A,47.317,94.67,6.411,4.621,0,OK,,39,normal
EVT-00710,2026-07-14T09:22:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P05,BATCH-DEMO-01,A,63.772,111.638,6.992,5.094,0,OK,,38,normal
EVT-00192,2026-07-14T09:23:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P02,BATCH-DEMO-01,A,40.635,89.112,6.346,4.669,0,OK,,38,normal
EVT-00561,2026-07-14T09:23:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P04,BATCH-DEMO-01,A,56.995,105.186,6.581,4.889,0,OK,,38,normal
EVT-00043,2026-07-14T09:24:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P01,BATCH-DEMO-01,A,31.4,81.492,6.306,4.623,0,OK,,38,normal
EVT-00342,2026-07-14T09:24:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P03,BATCH-DEMO-01,A,48.479,96.102,6.356,4.936,0,OK,,39,normal
EVT-00711,2026-07-14T09:24:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P05,BATCH-DEMO-01,A,62.971,114.263,6.879,4.752,0,OK,,38,normal
EVT-00193,2026-07-14T09:25:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P02,BATCH-DEMO-01,A,40.62,89.984,6.145,4.628,0,OK,,38,normal
EVT-00562,2026-07-14T09:25:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P04,BATCH-DEMO-01,A,55.576,106.601,6.637,4.789,0,OK,,38,normal
EVT-00044,2026-07-14T09:26:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P01,BATCH-DEMO-01,A,31.991,84.704,6.079,4.712,0,OK,,38,normal
EVT-00343,2026-07-14T09:26:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P03,BATCH-DEMO-01,A,47.519,93.997,6.483,4.847,0,OK,,38,normal
EVT-00712,2026-07-14T09:26:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P05,BATCH-DEMO-01,A,64.981,113.115,6.675,5.016,0,OK,,38,normal
EVT-00194,2026-07-14T09:27:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P02,BATCH-DEMO-01,A,40.051,89.529,6.186,4.814,0,OK,,38,normal
EVT-00563,2026-07-14T09:27:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P04,BATCH-DEMO-01,A,55.484,105.816,6.535,4.922,0,OK,,38,normal
EVT-00045,2026-07-14T09:28:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P01,BATCH-DEMO-01,A,31.481,80.738,6.023,4.837,0,OK,,38,normal
EVT-00344,2026-07-14T09:28:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P03,BATCH-DEMO-01,A,48.473,95.21,6.297,4.831,0,OK,,38,normal
EVT-00713,2026-07-14T09:28:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P05,BATCH-DEMO-01,A,64.165,114.564,6.814,4.885,0,OK,,38,normal
EVT-00195,2026-07-14T09:29:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P02,BATCH-DEMO-01,A,39.727,91.144,6.162,4.876,0,OK,,38,normal
EVT-00564,2026-07-14T09:29:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P04,BATCH-DEMO-01,A,56.269,107.562,6.428,5.0,0,OK,,38,normal
EVT-00046,2026-07-14T09:30:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P01,BATCH-DEMO-01,A,30.937,82.854,6.097,4.759,0,OK,,38,normal
EVT-00345,2026-07-14T09:30:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P03,BATCH-DEMO-01,A,48.283,94.652,6.694,4.886,0,OK,,38,normal
EVT-00714,2026-07-14T09:30:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P05,BATCH-DEMO-01,A,63.322,112.134,6.629,4.961,0,OK,,38,normal
EVT-00196,2026-07-14T09:31:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P02,BATCH-DEMO-01,A,40.684,87.489,6.445,4.808,0,OK,,38,normal
EVT-00565,2026-07-14T09:31:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P04,BATCH-DEMO-01,A,56.155,103.353,6.484,4.776,0,OK,,38,normal
EVT-00047,2026-07-14T09:32:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P01,BATCH-DEMO-01,A,32.584,78.176,6.004,4.558,0,OK,,38,normal
EVT-00346,2026-07-14T09:32:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P03,BATCH-DEMO-01,A,47.896,94.841,6.343,4.8,0,OK,,38,normal
EVT-00715,2026-07-14T09:32:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P05,BATCH-DEMO-01,A,63.808,111.023,6.724,5.047,0,OK,,38,normal
EVT-00197,2026-07-14T09:33:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P02,BATCH-DEMO-01,A,39.657,89.133,5.996,4.838,0,OK,,38,normal
EVT-00566,2026-07-14T09:33:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P04,BATCH-DEMO-01,A,55.236,102.881,6.512,4.782,0,OK,,38,normal
EVT-00048,2026-07-14T09:34:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P01,BATCH-DEMO-01,A,31.616,81.066,6.104,4.445,0,OK,,38,normal
EVT-00347,2026-07-14T09:34:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P03,BATCH-DEMO-01,A,48.49,95.563,6.44,4.79,0,OK,,38,normal
EVT-00716,2026-07-14T09:34:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P05,BATCH-DEMO-01,A,63.732,112.472,6.652,4.985,0,OK,,38,normal
EVT-00198,2026-07-14T09:35:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P02,BATCH-DEMO-01,A,38.803,91.866,6.3,4.769,0,OK,,38,normal
EVT-00567,2026-07-14T09:35:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P04,BATCH-DEMO-01,A,56.044,105.834,6.536,4.935,0,OK,,38,normal
EVT-00049,2026-07-14T09:36:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P01,BATCH-DEMO-01,A,32.459,84.806,6.223,4.552,0,OK,,38,normal
EVT-00348,2026-07-14T09:36:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P03,BATCH-DEMO-01,A,48.81,92.601,6.411,4.699,0,OK,,38,normal
EVT-00717,2026-07-14T09:36:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P05,BATCH-DEMO-01,A,64.207,112.067,6.725,4.951,0,OK,,38,normal
EVT-00199,2026-07-14T09:37:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P02,BATCH-DEMO-01,A,39.969,93.934,6.372,4.976,0,OK,,38,normal
EVT-00568,2026-07-14T09:37:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P04,BATCH-DEMO-01,A,56.145,105.872,6.425,4.723,0,OK,,38,normal
EVT-00050,2026-07-14T09:38:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P01,BATCH-DEMO-01,A,32.804,84.526,5.953,4.758,0,OK,,38,normal
EVT-00349,2026-07-14T09:38:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P03,BATCH-DEMO-01,A,49.514,93.117,6.458,4.756,0,OK,,37,normal
EVT-00718,2026-07-14T09:38:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P05,BATCH-DEMO-01,A,64.392,114.052,6.697,4.769,0,OK,,38,normal
EVT-00200,2026-07-14T09:39:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P02,BATCH-DEMO-01,A,41.683,91.898,6.049,4.7,0,OK,,38,normal
EVT-00569,2026-07-14T09:39:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P04,BATCH-DEMO-01,A,55.424,99.743,6.644,4.912,0,OK,,38,normal
EVT-00051,2026-07-14T09:40:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P01,BATCH-DEMO-01,A,32.697,85.803,6.395,4.411,0,OK,,38,normal
EVT-00350,2026-07-14T09:40:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P03,BATCH-DEMO-01,A,47.522,94.681,6.642,4.878,0,OK,,37,normal
EVT-00719,2026-07-14T09:40:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P05,BATCH-DEMO-01,A,63.971,111.338,6.78,5.083,0,OK,,38,normal
EVT-00201,2026-07-14T09:41:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P02,BATCH-DEMO-01,A,40.674,91.103,6.401,4.746,0,OK,,38,normal
EVT-00570,2026-07-14T09:41:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P04,BATCH-DEMO-01,A,55.445,105.335,6.548,4.743,0,OK,,38,normal
EVT-00052,2026-07-14T09:42:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P01,BATCH-DEMO-01,A,31.589,80.929,5.663,4.787,0,OK,,38,normal
EVT-00351,2026-07-14T09:42:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P03,BATCH-DEMO-01,A,48.34,99.491,6.417,4.835,0,OK,,37,normal
EVT-00720,2026-07-14T09:42:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P05,BATCH-DEMO-01,A,63.952,117.997,6.945,4.932,0,OK,,38,normal
EVT-00202,2026-07-14T09:43:00,ST-FAS-07,TOOL-TG-07,CTRL-TG-07,DEMO-A,PGM-A-07,P02,BATCH-DEMO-01,A,39.327,88.512,6.479,4.901,0,OK,,38,normal
